Weight,Height
189.6278521,69.24254056
220.273901,71.71549797
147.650479,63.58220048
182.6091392,67.14365457
150.7059028,66.0810431
134.0502353,64.96082338
137.2545183,64.06257877
144.534727,63.39170889
204.6554938,71.2529856
170.7122297,66.68703847
121.3031707,61.64321218
198.1827179,70.57681413
172.6695664,67.76651316
186.50355,67.88210517
216.1200947,71.00194477
153.4504405,65.22238954
170.1758538,69.93847526
183.8239454,70.29443985
138.3357127,63.10444892
183.6769019,69.74159588
153.3726261,66.55735663
222.3975605,73.7888849
202.2987602,69.27281261
156.8782872,65.34906623
177.8973362,68.12899058
189.1801838,72.28654116
149.4863902,64.86994072
165.6044904,64.80414049
143.0434578,64.50565391
121.9612849,62.06942481
163.4315198,68.82810439
191.4057111,69.37117826
205.64992,72.9909156
155.7206526,68.50493009
210.6921477,71.45373689
200.3368056,72.12252553
130.4336916,64.98925991
193.277624,68.24594409
162.6905941,63.0124453
157.2492892,64.89042521
220.8457275,74.32567701
197.9368321,71.74367486
185.2850818,67.27329355
181.5525586,68.84021056
189.2492063,70.29338742
142.8396459,65.94178819
129.0210553,63.6860191
157.2937425,65.79956081
117.3937021,59.26444654
135.6659904,63.92177623
123.4201346,61.35948933
160.7589004,64.84576726
141.2854995,61.75031047
162.4134633,64.54224989
150.5808782,65.05718061
133.1073418,64.01893356
151.3577889,66.20275583
121.2008492,63.41385406
199.1954001,67.01379497
183.6472483,68.50818615
167.6137769,67.53060627
189.4492405,68.62688583
163.6335966,65.20653293
176.4652113,67.01382842
111.1657881,60.66416823
122.6068065,62.44733352
183.6196208,70.04693077
179.3685297,70.87281146
203.0212824,69.47560828
239.5813894,76.45657808
199.7144207,71.78105742
173.0412559,69.80246436
111.9640925,61.74305495
148.3430213,64.20989588
144.2567905,63.71596998
203.2584802,70.46431845
173.7434336,69.1288147
196.54096,71.4716749
167.3277028,65.31170819
153.6897385,68.75963603
170.1252448,68.08790389
146.9566461,60.21701856
166.1461086,67.83993094
176.9958168,69.74148135
128.8062933,62.79581607
182.9040117,68.46437409
146.3343794,65.60017843
197.4882426,69.07617117
180.4245992,70.04516976
227.5006451,74.64950788
228.8729906,76.43455871
145.9923778,62.27545059
205.3890558,72.08703157
153.1386927,66.29405894
136.1131124,64.31878981
145.6242906,63.9165972
136.6427397,63.60802085
154.4345083,62.96001133
142.9045277,65.40878185
130.1343564,65.62991846
121.948217,63.30000561
183.2665331,67.54906949
133.9281798,62.5864299
188.079276,68.46572392
123.172684,62.02647968
174.7199581,65.91808694
197.727299,70.85695017
180.4822588,68.95308194
209.0328768,71.23052856
153.8269712,65.62423824
181.1550934,69.75700667
144.8506984,64.45631224
165.0149559,66.2973454
182.0516903,65.74729799
162.676838,66.55979641
184.7558548,66.57816534
120.7436378,59.77645519
150.9790513,63.9879246
187.0184584,70.69801207
193.0701422,71.60855972
208.8391625,73.18176748
195.8570133,70.06592968
209.3731259,74.6976372
143.6647139,66.53807725
208.8150558,71.96054792
139.5312547,63.19434269
178.1923462,68.19762066
124.2861434,62.43355542
132.1924558,62.0454434
191.544634,67.76171315
132.3080112,65.49816904
139.2028346,63.88280405
160.0419742,66.8423668
146.2388492,65.23973674
123.9470471,59.06170264
184.1486543,68.41127477
152.7918283,62.18292852
217.8960397,73.28391797
104.9188255,59.24464615
159.3903237,66.20234771
166.9598257,65.56744525
168.5341902,64.9485459
144.5554845,61.82516955
133.8794826,60.81759019
178.1062667,65.74097213
167.5828524,69.32992168
184.0257013,68.96188761
181.1259735,68.76124693
146.5758176,67.13110293
117.8199841,62.38104663
125.347848,66.43100049
119.7581615,61.32334679
190.5220374,70.48328834
175.0419457,68.56137117
171.9167424,68.29577841
193.5198549,70.64894078
173.1788274,65.51362316
128.344592,64.83144937
165.6116262,64.78258298
171.5878843,66.55722857
177.2401455,67.68091903
179.3742137,70.37498462
223.5147223,73.71652763
133.7604933,65.62099851
99.72474197,59.83026358
181.152035,69.74035772
137.597067,64.43018529
156.1813399,67.56494159
125.0250522,61.61776907
203.7632915,70.53466725
161.7571761,66.50289891
109.3627171,60.96103886
145.4613919,63.62695788
142.1258895,64.75602051
102.4023744,61.06890784
208.2044353,71.94848639
138.2257374,64.42828874
183.7598452,70.51585969
170.1005633,65.70471542
203.3170123,69.6791497
181.2658248,68.14476095
197.3070586,71.39146448
189.8086025,69.82350388
146.0278502,65.0021318
155.4310065,68.12701632
130.9269019,64.38839608
181.432713,67.57715394
106.4385659,61.73688973
130.7341803,61.3884204
163.6724806,65.07828939
186.3543674,69.62291705
120.3394785,62.12614991
209.5324294,72.08851042
138.8152612,64.3476316
186.9916067,67.58074728
156.0430873,65.60635039
124.6039406,62.02442483
154.8888953,63.09448322
200.798983,71.76846374
162.2912152,65.7129823
206.0172853,74.34901306
146.7961027,65.08812137
111.9748741,60.31504535
128.2708578,61.83273504
194.1779795,68.16331517
147.9931653,65.54483281
132.9579607,63.09898956
162.9410412,66.44641974
130.2961772,64.19815531
194.0454049,72.18942596
207.5564082,70.64713915
128.8711963,62.5657304
240.9422666,74.40065811
140.0335021,64.40018827
128.390221,60.79888561
187.8432533,69.48924667
185.8426218,71.73869477
204.8274497,70.48544817
181.7825456,67.98961206
163.451651,67.0699084
183.6372838,71.19831618
198.7388741,70.40874857
204.2202091,72.92397009
149.230982,63.93936353
165.9313975,66.56418011
137.3382343,61.81298502
165.8480293,65.42607816
199.6728427,69.76865284
179.1819241,68.60383564
153.2124625,67.1017604
187.8120619,69.76009479
159.2852282,68.97342283
179.187804,68.60285621
113.8991098,58.36944783
145.8988424,62.17833122
109.7252871,61.62233519
177.3135637,67.197511
148.4291279,66.67378369
162.8229424,67.40761496
199.3230943,70.76472016
220.9406503,71.52900148
129.3215304,61.99156105
168.450366,65.97897644
196.480848,69.55887982
121.7977933,60.48444501
208.4748659,72.29474338
124.8767957,60.96014679
122.4596484,63.77640516
124.970023,64.52975497
111.9277962,61.64739717
106.2950014,61.41530677
176.7073551,68.52204945
98.40285123,58.12602402
129.201506,64.52414744
192.9677563,70.31504936
178.6917686,68.56098755
211.3424968,72.87036015
142.1464379,65.79992246
212.8146642,71.85372209
145.825608,63.85368367
188.2006794,67.65252759
210.325952,71.60824883
159.2814861,65.9270721
186.035697,68.98883524
151.2755329,64.15288478
146.0900406,67.41306357
160.9695549,65.41149186
123.5541758,62.56434633
209.7487989,72.92187099
185.7338021,67.83760801
170.4211493,66.63104094
241.6866013,76.73244646
163.7471546,66.32659676
124.8095709,59.53116237
189.4461814,69.2830701
129.6780318,64.34949628
185.3515329,70.85092011
181.0560953,68.18073071
216.5111478,70.60240884
137.6571279,66.16182293
177.3477798,67.94757004
186.434168,69.24373223
122.6841625,63.54669763
204.697662,70.83048067
222.361125,72.55374162
162.4848661,65.8406383
187.9653554,71.74227623
165.6993918,66.34220885
209.4753881,73.03840861
147.5199074,64.72839015
174.0309543,67.39264099
191.9288235,72.65740446
135.0033475,64.12416537
143.5577806,62.36128462
192.8735091,71.01461429
108.8958128,59.48142007
129.1192719,63.6286663
187.6121819,72.25407145
241.2023301,75.62403135
215.258776,71.05324896
177.0209058,67.52488915
178.3718337,67.56586373
125.2861604,62.01191693
106.969692,60.5977271
175.3521086,67.17791659
207.1301089,72.09346812
100.6485236,59.26630324
237.9167359,73.826127
104.2321149,60.82620041
210.8690842,68.85335437
227.2570867,73.91290838
187.5816273,66.88781934
158.3414424,64.85579918
149.1940926,65.08457733
166.3887275,67.50534814
198.752471,71.31765101
133.1840998,61.10420513
173.6430404,67.78879933
168.8093992,67.22014722
139.5133521,65.92813228
217.5614154,72.67696109
128.598973,61.90923753
117.9299101,62.42517924
139.8279838,61.32850178
139.4803452,61.95376528
161.5482523,67.10984048
164.8926584,67.38745119
176.7463054,67.24069882
106.0668625,58.72051813
206.2397496,71.10458935
167.9304079,68.23173811
218.2927331,72.19914286
174.7085617,69.09976762
198.3877525,70.61624345
116.3970249,60.17728721
136.2399294,63.12613917
113.0695689,60.26640777
164.0864114,65.75939892
137.5341643,64.56797941
129.1980084,62.50307839
139.4786439,62.54007732
178.9187142,70.48922454
184.2627962,68.66359393
177.1464187,66.40871891
105.8805806,60.95548665
110.3033882,60.86159962
213.7361359,70.83911627
156.0215589,66.93834523
179.5732951,67.3967832
176.2527996,66.29642277
137.1991533,65.92406822
164.9077618,66.72991606
134.1388161,64.27077207
164.961352,68.1679857
138.6548279,65.1341657
141.9530603,63.5528925
232.2326469,74.24229314
147.9274956,64.18153505
178.0623647,68.2807476
96.31355653,57.4722524
186.3937623,69.20342853
127.1724615,65.00869992
156.8328807,65.03130962
152.0379069,66.46958457
123.8314146,60.39879478
180.8807246,67.09121866
185.6835857,69.49152342
225.260179,73.29458372
130.7672493,61.92387506
134.9552609,61.21316929
125.143641,62.06411818
145.7466891,61.49522812
175.4450634,68.9039419
115.5024685,60.96780719
174.5803793,68.75217593
203.5183265,69.88955858
178.3021983,66.47256343
140.4657351,65.04122759
177.3750077,67.36206427
119.0401618,61.16192129
182.4511682,69.79498703
155.7123897,66.87889231
178.2818007,68.46440582
169.1016868,66.22926003
198.8500852,69.38201738
119.5991166,61.43468651
205.6994606,69.21363249
121.0959614,63.84886031
181.1863709,70.56218873
121.538248,63.13505206
175.6348774,67.72232032
161.0294158,65.00141316
134.1117682,63.74076247
114.9499973,60.84834324
184.6155357,68.90949129
153.1200634,64.24835264
165.681834,69.13614443
133.8840593,62.18099705
199.2344387,71.45193004
143.1857102,65.07557381
169.458094,67.72801739
158.4352052,67.31149854
138.863713,68.12912486
167.7558699,65.26460446
160.7876538,63.61501878
158.7472076,63.7561633
183.8109732,67.19352328
148.5616067,66.73954248
126.6898454,63.46261983
188.6638321,70.61574398
167.0442331,67.03485056
188.3149697,69.94763631
185.7878654,67.14452992
154.877197,67.34809215
120.1396493,61.01798835
135.5754041,63.18091265
132.8788118,62.10588417
192.4337339,69.10259471
174.2150014,69.51460351
181.7318342,69.9221434
164.2109331,65.6027069
188.4373044,72.26474828
174.3473587,71.46296084
121.4211898,60.63022564
157.6905016,65.15943897
185.0250567,67.97335037
139.8998183,61.41058971
118.8514013,62.82690374
157.6651899,67.77965153
153.3974849,65.13587973
127.54175,63.00872527
185.9954706,66.441377
172.8834702,63.97432572
146.0368398,64.79939376
190.3853611,68.86630221
137.0223863,65.56737538
165.0830012,65.65215644
216.6242072,70.07731509
204.4395403,70.77216453
114.5683767,61.9059185
192.066392,67.8142859
109.1905292,60.21883776
176.0116733,69.83655165
147.5019138,66.53500864
186.3699527,68.0034638
242.0411726,77.54718634
186.7145678,68.91425443
154.3934174,66.55609731
149.6021029,64.94631649
134.0013469,65.77629426
95.63314901,59.8917058
141.8754655,64.49431817
127.2482929,61.81138823
203.5618459,71.68739158
164.4866834,68.10708731
154.5886896,66.24506481
178.826118,68.17319743
137.0015102,64.21729169
140.6429348,63.91369476
129.7543675,61.55011257
133.0562949,62.83086776
190.9163653,70.25225274
121.5028908,60.23998603
140.811514,60.85431119
167.784391,66.37399493
215.2255088,74.7069641
115.2247963,61.09578942
137.5800366,62.80749282
133.6824316,64.0956334
216.9383745,72.37867503
100.4968306,58.03741798
104.6984544,60.83549944
183.8184077,68.44444038
167.6296598,66.20571522
213.4572326,71.17115346
206.4144118,69.98313746
195.8768153,68.33260484
197.4769298,68.14562101
210.7056018,72.4371504
117.8038417,59.86807793
160.9167132,67.86537321
116.8571714,62.23427754
118.5407529,60.62686273
140.6008311,65.013435
151.4425312,65.07877166
173.8287649,68.08894311
131.7791666,64.10940651
149.2051712,66.47546107
113.471264,62.28286595
143.5633393,65.20448102
135.7080883,64.68347123
186.2367508,69.76290473
145.5996389,65.36153819
186.2707727,65.6823646
169.749522,69.77066855
114.8923264,60.78481604
191.3772522,69.57833002
161.5786407,63.67128785
130.2916613,63.47093147
155.8156478,66.08850228
1.43414324,1.123213221
999.012112,102.1112131